customer_message,support_response,customer_tweet_id,support_tweet_id
WHAT DOES THIS MEAN,I'm sorry you haven't received your order. Reach out to us here so we can look into this with you: ^JP,9141,9140
"Solved, Thank You",You're welcome. Do keep us posted for any further assistance. ^MK,9144,9143
"Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added",Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY,9146,9145
"Worst experience in shopping no product no refund , been 40 days. F&amp; it",Please report this to our support team here: and we'll look into this. 2/2 ^HD,9767,9764
"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (1 item) check out yourself","Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",9765,9768
What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing,"Sorry for this ordeal, Benish. Please share your details here: and I'll get in touch with you. ^HD",9766,9769
I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,Please share your details from the link provided for us to look into your concern and assist you further. (2/2) ^SV,9770,9771
I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,"I get your concern, Benish. As this is a public platform, we wouldn't be able to check your order/account related info. (1/2)^SV",9770,9772
Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,We haven't received your details. Kindly share your details here: and I'll get in touch soon. ^AK,9773,9774
"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (delete it again)","Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK",9775,9776
"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (delete it again)",We've received your details and we'll reach out to you soon. (1/2) ^GK,9775,9777
"Worst experience in shopping no product no refund , been 40 days. F&amp; it","Apologies for the delay in delivery of your order, Benish. We'd like to take a closer look. 1/2 ^HD",9767,9778
"I seem to have bad luck in trying to get undamaged books from . Sometimes it's damaged in delivery, but this one was packed this way.","I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: ^SH",9781,9779
I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,I understand! Returns can be made as long as they fall under this policy: Hope this helps! ^BL,9780,9782
", #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace pictures attach herewith.","Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK",9784,9783
", #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace pictures attach herewith.",We've emailed you in response to the details you shared earlier. Please reply on the same for further assistance. 1/2 ^MK,9784,9785
please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,We are always looking for ways to improve! You can provide your feedback to our developers here: ^EA,9788,9787
Ordered cases for our new iPhone X and sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: ^SJ,9791,9789
I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.,Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ,9790,9792
I was incredibly disappointed with my customer service call w after my order was 2x delayed and lost.,I'm sorry for the bad experience! What options did we offer on the phone? ^TN,9794,9793
The reliability of 2 Day Prime is hitting an all time low. Not sure what is going on over there.,"I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL",9796,9795
I mean I don't have problem with most of the orders but the black dot moving with the green bar is quite irritating,"I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV",9798,9797
"Haven’t received any mail, can you please resend mail to __email__",I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK,9802,9800
"I have checked there is no email from amazon, and amazon is in safe senders list.","If you haven't received any email, please share your details here: and we'll get back to you. ^HD",9801,9803
I have filled the details,"If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK",9804,9805
", #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace",Sorry for the trouble with the order. We've emailed you here: Kindly check and respond. Please 1/2,9807,9806
Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference.,We would like to investigate further with you. Please reach out to us at your convenience: ^JP,9810,9809
諸事情でamazonプライム使ったんだけど、これ早く解除しないとお金取られちゃうんだっけ…今回だけなんだよね、どうしても今日ほしいのは…ついでにはいび〜写真集頼んじゃったけども,こんにちは。30日後のプライム本会員への自動移行をご希望されない場合は、こちらから自動更新をオフにしていただけます&gt; プライム特典の一覧はこちらです&gt; YM,9814,9813
Please explain this,I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO,9817,9815
if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,"(2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: ^WT",9819,9818
if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,I'm sorry for the wait! One-Day shipping refers to transit time in business days once an order's shipped! (1/2),9819,9820
thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,We are happy that our new selections bring you some comfort. Stay strong Cassandra ^CH,9823,9822
"Hey , é possível sincronizar minha conta do para ler no Kindle?","Olá, Tiago. Atualmente essa opção não está disponível. Qualquer novidade será anunciada no nosso site e redes sociais. ^CR",9825,9824
Amazonから明日配達予定だったHDDが届いたんだけど、箱の中のクッション意味あるの？ 何の役にもたってないんだけど。 品物が衝撃に弱い精密機器ってわかって梱包してんの？ 配達の軽トラの荷台で何時間も衝撃にさらされたHDDですか。,ご不快の念をお掛けし申し訳ございません。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っておりますので、もしよろしければ、リンクのヘルプページご参照の上、ご意見をお送りください。 TN,9865,9864
Amazon梱包雑になったぞおおおおおお！？！？,ご不快の念をお掛けしております。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っております。よろしければ、リンクのヘルプページをご参照の上、ご意見をお送りください。 TN,9872,9871
"amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: so we can look into this for you. ^ES,9955,9954
"I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: ^RR,9957,9956
worst customer service; got hung up on twice,I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance: ^LL,9959,9958
"I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks",I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: ^WT,10321,10320
Anyone else see an odd looking website? It looks very different. Not wrkng as easily and lots of red text,I'm sorry about that! I would recommend logging out and clearing cache and cookies. Let us know if that works! ^LM,10624,10623
I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ,10626,10625
why doesn't blue light filter work on kids account on the fire kids edition?,I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT,10629,10627
"el soporte al cliente de es tan buena onda, que dan ánimos de contactarlos sólo para platicar con ellos :P",Garcias Jäcob Pintle :). Nos alegra mucho saber que hacemos bien nuestro trabajo. Tratamos de mejorar cada día más. 😃🤝 ^JJ,10631,10630
How does amazon have late shipping? Multi billion dollar company,I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD,10634,10632
I have an order that was supposed to be here on the 25th which has not arrived yet.,"What does the current tracking indicate? Also, who does the tracking indicate as carrier?: ^VB",10633,10635
"My apologies, it says now that the delivery date is October 31st. Still hasn't come though.",Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H,10636,10638
No package.,I'm sorry it hasn't arrived! Please get in touch with us here: for available options. ^EZ,10640,10641
"The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",Please get in touch with us here: and we'd be happy to review available options with you. ^EZ,10637,10642
did amazon get hacked?,We'd like to help! Have you noticed any unauthorized activity on your account? ^VB,10645,10644
"paid for next day delivery.. had it confirmed and alas, no package #nothappy","I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: ^LH",10647,10646
勝手にAmazonプライム会員になってて毎月会員費とられてた😇😇😇,(1/2)意図しないご登録となり申し訳ありません。プライム無料体験をご利用ではなかったでしょうか。ご登録後に自動更新をオフに設定されていない場合、体験期間終了後に有料会員へと移行となります。 YM,10650,10649
hey why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: ^DD,10653,10652
E já estou desesperada achando que não vai dar tempo da entregar o terceiro livro antes de eu teminar esse.,Oi Juliana. Qual é a data de entrega do seu pedido? 🤔 ^JJ,10656,10654
"Hey yall. Why is my checkout not working? I click ""checkout with fresh"" and it takes me to an error page. What's the deal?",I'm sorry to hear about the trouble. We'd like to take a closer look into this for you here: ^LI,10658,10657
My package from was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,"Oh no, Blair! Can you confirm the delivery date that was provided in your order confirmation email? ^LA",10660,10659
where’s my damn nutribullet,I'm sorry you haven't received your item! Can you tell us who the carrier is? Found here: ^AC,10662,10661
Can I get a confirmation that it will ship tomorrow?,We always strive to get your order to you at the stated expected delivery time that is stated at the time of checkout ^CH,10664,10663
"Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?","Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN",11015,11013
Hey What’s the point of preordering a game if I don’t get it until 5 days after release?,I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC,11017,11016
"u just lost a prime member of many years. Not only did u mess up 3 consec orders, u refuse to make good on them.",I'm sorry! We'd love to help where we can. Please give us more details without sharing personal account information. ^LM,11024,11018
The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.,We'd still like to help. What does the tracking show in Your Orders: Who is the carrier here? ^SJ,11021,11025
"I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps","When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN",11027,11028
"They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in.","Hey, Mike! Were the other late items also shipped via USPS? You can check here: ^LA",11030,11031
Yes,I hope you are willing to give us a chance in the future to make things right. ^TN (2/2),11032,11033
Yes,"I'm sorry we let you down on this order. If the order arrives too late, you can return them for a full refund. ^TN (1/2)",11032,11034
"Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf ??",Yikes! We'd like to take a closer look into this. Please reach out with more information here: ^DG,11036,11035
I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine,I'm sorry you haven't received an update on your shipping details! You can check your order here: ^MO,11039,11037
Yeah I know how to check it. There's no information still,Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM,11038,11040
you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback,"Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM",11044,11043
at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd,I am so sorry about that! Who was the carrier? You can find that info here: ^BA,11046,11045
Original promised delivery date was yesterday to this Friday.,Please give us a call here: so we can take a look into this with you! ^TR,11049,11047
"Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ,11048,11050
it's been 7 days &amp; my order still hasn't shipped. #fail,I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: ^LM,11053,11052
30日にAmazonでカード払いで買ったんだけど、1日深夜に出荷準備が遅れていますメールと共にまたカード利用のメール。どういうこっちゃʅ（◞‿◟）ʃ遅れるのは全然構わないけど2倍払わされるのは勘弁だわー。Amazonでのカード払いやめよう。,デビット機能付きのカードをご利用のため、カードが再度承認された際に代金が引き落とされた可能性が考えられます。二重引き落としが発生した場合は、後日クレジットカード会社から取り消しが行われます。 YM,11056,11054
リプありがとうございます！ それがデビット機能は付いていないので不思議だったのです。 いずれにせよ取り消されるみたいで安心しました！,重複してのご請求は行いませんので、ご安心くださいませ。 なお、万が一、重複している場合や取り消しがされない場合には、確認させていただきますので、カスタマーサービスにご連絡ください。 TY,11055,11057
still have not received my package I paid extra for guaranteed next day. Won't do that again,I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: ^SJ,11060,11058
Should have been today before 8,Please get in touch with us here: and we'd be happy to review available shipping refund options. ^EZ,11059,11061
Regretting having bought Kindle Fire Kids Edition. Every day it has some random problem I have to fix. Now saying theres no SD card.,Please try to remove and reinsert the SD card following the steps here: Let us know how this helps! ^MB,11066,11062
when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card,Check the SD Card slot and make sure there is no particulate matter which may be effecting how the card is being detected. ^CH,11063,11067
"it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: ^CN,11064,11068
"it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve.","That's odd! We'd like to help further with this. When you can, please reach out to us here: ^HM",11065,11069
isn't prime two day shipping supposed to be guaranteed? what happens when its late?,I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: ^GM,11073,11071
yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,We're unable to access accounts on Twitter but we'd like to look into it for you here: ^LI,11072,11074
"I'm thinking that tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late.",Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: ^BN,11079,11077
Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.,We'd still like to help. What is the delivery date shown in the order e-mail: Who is the carrier? ^SJ,11078,11080
"At time of order, del date was 10/29. Carrier is AMZL US.",I would like a member of our team look into this for you. Please fill out this form: ^BA,11081,11082
I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.,"I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH",11085,11083
"So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.","What kind of problems are you having with your Fire Stick, Mildred? ^VB",11084,11086
"Continued buffering, loss of sound and it doesn't save where I leave off in programming.",Oh no! We'd like to look into this in real time with you. Please reach us via phone here: ^AB,11087,11088
My drying rack was broken when I opened the box. What should I do ?,"I'm sorry your order arrived damaged, Marsha! You can see available options for that item here: ^LA",11090,11089
うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。,ご迷惑をお掛けしております。返金のAmazonギフト券は、銀行振込による返金に変更することが可能です。ご希望の場合は、口座情報などをお伺いする必要がございますので、お手数ですが、リンクよりカスタマーサービスにお電話にてお問い合わせください。 TN,11337,11335
ご親切にどうもありがとうございます。 買おうと思った商品が出品者の意向でキャンセルになり、同じ商品が出品されたまま１万円値段が上がっていました。不可解です。,Amazon以外の出品者の販売商品につきましては、各出品者が出品価格を自由に設定できます。しかしながら、当サイトでは、各出品者が商品を適切な価格で出品するべきであると認識しておりますため、貴重なご意見として頂戴いたします。SM,11336,11338
お答え、どうもありがとうございました。 出品者を確認の上、これからも利用させて頂きます。,リプライありがとうございます。ご利用方法等でご不明な点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK,11339,11340
AmazonPrime発送で詐欺の恐れはありますか？ Nintendo Switchを購入したいんですが 親にAmazon販売.発送じゃないという事を理由に断られました AmazonPrimeは安心なのでしょうか AmazonPrimeの商品はAmazonが責任を持って自宅に届けてもらえるのでしょうか？ それとも販売ショップからの発送ですか？,発送元が「Amazon」とある商品は、Amazonの配送センターから発送される商品でございます。＊販売元は「Amazon」と「出品者」の場合がございます。なお、万が一お届けした商品に問題があった場合は、カスタマーサービスにて対応させていただきますので、いつでもお問い合わせください。TN,4843,11348
そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀) あったー😹えっ、…入らない😿 いや、でもヒーター部分は使えるかも❕❗❕ …縫い糸がケーブル貫通しとるやないかーい😂 まあ、400円だから…またなんか探そっと😸 皆さんも防寒対策お気をつけください🙋,ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。 TN,11404,11402
すごっ、チェック早いですねー😸大分前に買った商品ですし、返品の手続きもめんどいんで今回は良いでーす🙋Amazonさん、どうもでーす😸,恐れ入ります。これからも,11403,11405
そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀) あったー😹えっ、…入らない😿 いや、でもヒーター部分は使えるかも❕❗❕ …縫い糸がケーブル貫通しとるやないかーい😂 まあ、400円だから…またなんか探そっと😸 皆さんも防寒対策お気をつけください🙋,なお、マーケットプレイスの出品者が発送する商品の場合には、出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。 TN,11404,11406
Amazonでケーブル買って今日届くはずなのにまだ届かないんだが😇,ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、ご注文商品がAmazonが発送する商品の場合は、こちらのリンクよりカスタマーサービスにお問い合わせください。 TN,11426,11425
"Si, es correos y pedí ke viniesen a x el pakete pero me pedian ke me kedase o toda una mañana o toda una tarde en casa pero y mi trabajo??",Lamento los inconvenientes. Recomiendo reportar lo ocurrido a nuestro Servicio al Cliente: ^CR,11568,11566
Es una devolucion,Comprendo. ¿Ya entraste en contacto con el transportista? ^CR,11570,11569
Me ha tocado un inepto en keiere gestionar la recogida de mi pakete de se monta su ruta y yo como penelope a esperarle! 😤,Hola.¿Cuál es la fecha de entrega de tu pedido? ^JJ,11572,11571
ei mim ajuda,"Olá, Cassiel. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você? ^CR",11575,11573
"enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?","Recomendo entrar em contato diretamente com o SAC da KDP, para eles conferirem o seu caso: ^CR",11574,11576
Still not got any mail please solve my problem right now.,"I'm afraid, we'll not be able to take any action on your account once it is put on hold. Request you to wait for the email. ^HD",11580,11578
Please do it fast,"Further, we wouldn't be able to offer any additional insight/ info in this regard. Appreciate your understanding. (3/3) ^SV",11579,11581
Please do it fast,"As this is account related, our specialist team are the best ones to assist you. (2/3) ^SV",11579,11582
Please do it fast,"I get your concern, Hussain. As requested, please reply to the correspondence sent by our specialist team. (1/3) ^SV",11579,11583
my Amazonid is __email__ is blocked since 3months please unblock it.,"Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW",11590,11589
Bit of a piss take really now - was promised it by 9pm today.,Oh no! Let's talk about this in real time. Please call or chat with us here: ^BA,11594,11592
Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,"Just to confirm, what's the current tracking information listed for your order here: ^HC",11593,11595
don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,I'm so sorry for the wait! What does tracking information say here: ^MH,11597,11596
#Halloween #goldenretriever #dogs #puppy 6 month old service dog Halloween,"Happy Halloween to this very, very good puppy! I'd be lion if I said he didn't have my heart! 😍🦁^BL",11600,11599
"My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day.",Oh no! Have you checked the mailbox? These steps may help locate the order: Keep us posted! ^BN,11603,11601
"Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.",I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: ^BL,11602,11604
"Carrier: AMZL US, Tracking #: TBA516106123000","I'd like someone from my team to check into this. When you can, please drop your details here: ^BL",11605,11606
アマゾンからショートメールで 有料サイト使用による未納料金が発生してる 的な詐欺ショートメール来た！アマゾン使ってない！！！ｗｗｗ,(*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。) また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY,11610,11608
お忙しい中、丁寧にありがとうございます。 申告窓口へ報告します。(｀_´)ゞ,お手数おかけしますが、よろしくお願いします。 最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY,11609,11611
いえいえ、Amazonさんこそとばっちりの迷惑かけられてお疲れ様ですm(__)m 詐欺軍団はあの手この手で迷惑極まりないですねヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ,あたたかいお言葉、ありがとうございます(*ﾉωﾉ) 色々な種類のフィッシングなどがあるようなので、ご注意いただき、何かご不明な点があれば、ご遠慮なくお声がけください！ 今後も、Amazonをよろしくお願いします(o*。_。)oペコッ TY,11612,11613
やばー！ Amazonプライム自動更新されてしまった💧,Amazonプライムが不要な場合には、アカウントサービスから解除していただけます。更新後特典利用が無ければ、返金を承る事も可能です。詳しくはこちらのヘルプページをご覧ください。 TY,11615,11614
Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.,"Hi, not Hugh:) Who is the carrier for this delivery? You can find this information here: ^LM",11617,11616
how do I inform your delivery drivers to just leave my package at my front door?,"Hey, Hugh! Are you having trouble receiving a recent order? ^LA",11619,11618
アマゾンで注文した小説、ご注文は後、1週間以内にお届けという表記だったけど、二回も配達日が延期になりもう1か月になるのに届かない。 アマゾンで注文したプンタブ、ご注文受けて3日で発送という表記なのにコンビニ払いを済ませたとたん、配送予定日が50日後に変更の連絡。詐欺かな？,ご心配をおかけしております。Amazonです。 Twitter上ではご注文の詳細を確認させていただくことができませんので、確認ご希望の場合には、下記URLよりカスタマーサービスにご連絡ください。 TY,11621,11620
AMZL US,Please provide your details here: and my team will escalate to Amazon Logistics. ^EZ,11624,11622
"Queridos , no se mamen!. 😒😒😒",Hola. Lamento los inconvenientes. Aquí podrás ver las opciones de reembolso o reemplazo disponibles ^CR,11626,11625
My Halloween costume is a day late. Can you help?,I'm so sorry we've let you down. Please reach us here: so we can explore options with you. ^LL,11974,11973
Seriously what is up with ordering things and it being open? You guys shipping returned items. 2nd day in a row this happens :SMH:,We do not want this to happen and are eager to help. Reach out to us for more assistance here: ^LM,11976,11975
don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,Oh no! Have we missed the estimated delivery date showing in your order confirmation e-mail? We're here to help! ^ML,11979,11978
what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?!,"I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD",11982,11980
Many times..Always got them saying well deliver it by deadline...I hate your service now,Sorry about the delay with the order. Please share your details here: and we'll check this. ^KA,11981,11983
It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,details through the link provided above so that we can look into the issue. 2/2 ^SH,11984,11985
It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,Twitter is a social media platform we'll not be able to access any of your account/order details. Please share your 1/2 ^SH,11984,11986
WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,"I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: ^BL",12496,12493
I already emailed y’all.,"I'm sorry about the link. For a faster response, contact us by phone here: without signing in. ^BE",12494,12497
Is that a 24 hr line,Yes. Our main customer service line is open 24 hours a day. ^LJ,12498,12499
Amazon Kindle の「スライダー」が「マイライブラリー」になったの、本当に不便。「スライダー」は「スライダーから削除」を使うことで、「今、読んでいる(or次に読みたい)本」の枠として便利だった。「マイライブラリー」はどんな思想の枠ですか？,ご不便をおかけしております。アップデートにより仕様が変更される場合がありますが、変更の背景等については詳細をお伝えすることができませんことをご了承ください。ご指摘いただいた点は担当部署に伝えさせていただき、今後もサービスや機能の改善に努めて参ります。 YM,12502,12501
How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,"We'd like to help in real-time! When you have a free moment, please reach out to us here: ^HM",12505,12503
Nah. Just answer my question please.,"From the Kindle app, go to More, tap on Settings, tap on Push notifications to enable or disable the notifications. ^SE",12504,12506
FireTVstick購入し接続完了、画面の切り替えも問題ないのですが、音声が切り替わらないです。どうしたらいいのでしょうか？(＞＜),Fire TV Stickのご注文ありがとうございます。 音声が切り替わらないとのことなので、設定等を確認の上ご案内させていただきます。 よろしければ、下記URLよりご連絡ください。 TY,2541,12507
thanks for such thoughtful packing. Must be why it takes so long to ship #whoneedspeanuts #oversized,That does seem excessive. Help us improve by leaving order specific packaging feedback here: ^EZ,12509,12508
why to you promise false discounts with wrong mrp ...the device I bought showed a mrp of 7999 when its actual mrp is 7499,from our sellers. You may also visit this link: for more information. 2/2 ^MK,12511,12510
why to you promise false discounts with wrong mrp ...the device I bought showed a mrp of 7999 when its actual mrp is 7499,The prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive 1/2 ^MK,12511,12512
24 hrs tat was given on written mail on 29th Oct to receive a call but no response since last 60 hrs.Hence we say quality of Amazon has gone,"If you had replied to the email, you must've received a correspondence from us, Darshan. Please check. ^HD",12515,12513
"Uff, I am continuously trying to tell you that I have already replied and a 24 hr tat for receiving call was given which​ U have failed on",If you've already replied to the email sent by our team. I'm sure our team will reach out to you soon with an update. ^VM,12514,12516
Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir,"We're currently working on your issue, we'll contact you soon. Keep an eye on your mailbox. ^ZH",12517,12518
"I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light","Apologies, thank you for replying to the email. We'll get back on this soon. Appreciate your patience. ^BS",12522,12520
I have checked all my mails and had received your last mail on 29th stating you will receive an update in next 24 hrs. No revert received,"I do understand, however, please revert to the same email so that we can get this sorted. ^HN",12524,12523
"I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",Sorry for the trouble you've had. Kindly reply to the email you've received from our team &amp; we'll look into this further.^MM,12527,12526
"Nobody has called till now, why are you sending fake replies",Sorry for the stretch. Please reply to the email you've received from our Social media team and we'll get back. ^KA,12529,12528
Please reply with necessary resolution...,email ID. Kindly check it here: 2/2 ^RS,12531,12530
Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap,you with an update at the earliest. (2/2)^AU,12534,12533
I have replied dozen of times first check then reply. So silly,Thanks for writing back to us. Our specialist team will contact you with an update on your issue soon. Please wait. ^ZH,12538,12537
Message from Rahul from Social Media team. Upon checking your order I see that issue is being handled by Executive Customer Relations team.,"As requested, please respond on the requested email and our specialist team will reach out to you. ^HK",12540,12539
Can you please update over this quickly,"We've sent a correspondence to your registered email address, request you to check the same. ^SH",12544,12542
"Please revert whether you would be able to recalculate the gesture amount, revert at the earliest to settle this out of court for all mishap",We're working on your concern. We'll reach out to you soon and update. ^RI,12547,12546
I have. And I have spoken to customer care again on chat.,"If you've replied to the email sent by us, we'll check and get back to you with an update shortly. ^NR",13132,13129
I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,"Sorry to know about the delivery issue. As you've confirmed sharing your details, you should've received an email from (1/2)^KA",13130,13133
I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,"our team. Please check and reply, we'll get back. You may check the email here: (2/2) ^KA",13130,13134
6 different emails about the same order and none actually resolve the issue. You should be quite ashamed.,Please reply to the email received from our team. We will check and connect with you accordingly. ^RW,13135,13136
